FIPS Code,County Name,State
21009,"Barren County, Kentucky",KENTUCKY
21039,"Carlisle County, Kentucky",KENTUCKY
21219,"Todd County, Kentucky",KENTUCKY
21075,"Fulton County, Kentucky",KENTUCKY
21019,"Boyd County, Kentucky",KENTUCKY
21047,"Christian County, Kentucky",KENTUCKY
21035,"Calloway County, Kentucky",KENTUCKY
21023,"Bracken County, Kentucky",KENTUCKY
21201,"Robertson County, Kentucky",KENTUCKY
21143,"Lyon County, Kentucky",KENTUCKY
21223,"Trimble County, Kentucky",KENTUCKY
21061,"Edmonson County, Kentucky",KENTUCKY
21103,"Henry County, Kentucky",KENTUCKY
21105,"Hickman County, Kentucky",KENTUCKY
21077,"Gallatin County, Kentucky",KENTUCKY
21021,"Boyle County, Kentucky",KENTUCKY
21053,"Clinton County, Kentucky",KENTUCKY
21145,"McCracken County, Kentucky",KENTUCKY
21081,"Grant County, Kentucky",KENTUCKY
21045,"Casey County, Kentucky",KENTUCKY
21041,"Carroll County, Kentucky",KENTUCKY
21113,"Jessamine County, Kentucky",KENTUCKY
22055,"Lafayette Parish, Louisiana",LOUISIANA
22069,"Natchitoches Parish, Louisiana",LOUISIANA
22097,"St. Landry Parish, Louisiana",LOUISIANA
22099,"St. Martin Parish, Louisiana",LOUISIANA
22105,"Tangipahoa Parish, Louisiana",LOUISIANA
22057,"Lafourche Parish, Louisiana",LOUISIANA
22085,"Sabine Parish, Louisiana",LOUISIANA
22015,"Bossier Parish, Louisiana",LOUISIANA
22111,"Union Parish, Louisiana",LOUISIANA
22039,"Evangeline Parish, Louisiana",LOUISIANA
22063,"Livingston Parish, Louisiana",LOUISIANA
22051,"Jefferson Parish, Louisiana",LOUISIANA
22077,"Pointe Coupee Parish, Louisiana",LOUISIANA
22065,"Madison Parish, Louisiana",LOUISIANA
22029,"Concordia Parish, Louisiana",LOUISIANA
22075,"Plaquemines Parish, Louisiana",LOUISIANA
22079,"Rapides Parish, Louisiana",LOUISIANA
22073,"Ouachita Parish, Louisiana",LOUISIANA
22123,"West Carroll Parish, Louisiana",LOUISIANA
22005,"Ascension Parish, Louisiana",LOUISIANA
22045,"Iberia Parish, Louisiana",LOUISIANA
22043,"Grant Parish, Louisiana",LOUISIANA
22107,"Tensas Parish, Louisiana",LOUISIANA
22101,"St. Mary Parish, Louisiana",LOUISIANA
22025,"Catahoula Parish, Louisiana",LOUISIANA
22081,"Red River Parish, Louisiana",LOUISIANA
22011,"Beauregard Parish, Louisiana",LOUISIANA
22035,"East Carroll Parish, Louisiana",LOUISIANA
22117,"Washington Parish, Louisiana",LOUISIANA
22113,"Vermilion Parish, Louisiana",LOUISIANA
22021,"Caldwell Parish, Louisiana",LOUISIANA
22109,"Terrebonne Parish, Louisiana",LOUISIANA
22017,"Caddo Parish, Louisiana",LOUISIANA
22115,"Vernon Parish, Louisiana",LOUISIANA
22127,"Winn Parish, Louisiana",LOUISIANA
22071,"Orleans Parish, Louisiana",LOUISIANA
22083,"Richland Parish, Louisiana",LOUISIANA
22119,"Webster Parish, Louisiana",LOUISIANA
22037,"East Feliciana Parish, Louisiana",LOUISIANA
22091,"St. Helena Parish, Louisiana",LOUISIANA
22059,"LaSalle Parish, Louisiana",LOUISIANA
22009,"Avoyelles Parish, Louisiana",LOUISIANA
22067,"Morehouse Parish, Louisiana",LOUISIANA
22001,"Acadia Parish, Louisiana",LOUISIANA
22033,"East Baton Rouge Parish, Louisiana",LOUISIANA
22031,"De Soto Parish, Louisiana",LOUISIANA
22103,"St. Tammany Parish, Louisiana",LOUISIANA
22125,"West Feliciana Parish, Louisiana",LOUISIANA
22003,"Allen Parish, Louisiana",LOUISIANA
22041,"Franklin Parish, Louisiana",LOUISIANA
22013,"Bienville Parish, Louisiana",LOUISIANA
22053,"Jefferson Davis Parish, Louisiana",LOUISIANA
22023,"Cameron Parish, Louisiana",LOUISIANA
22087,"St. Bernard Parish, Louisiana",LOUISIANA
22007,"Assumption Parish, Louisiana",LOUISIANA
22019,"Calcasieu Parish, Louisiana",LOUISIANA
22121,"West Baton Rouge Parish, Louisiana",LOUISIANA
22095,"St. John the Baptist Parish, Louisiana",LOUISIANA
22093,"St. James Parish, Louisiana",LOUISIANA
22061,"Lincoln Parish, Louisiana",LOUISIANA
22047,"Iberville Parish, Louisiana",LOUISIANA
22027,"Claiborne Parish, Louisiana",LOUISIANA
22089,"St. Charles Parish, Louisiana",LOUISIANA
22049,"Jackson Parish, Louisiana",LOUISIANA
23003,"Aroostook County, Maine",MAINE
23029,"Washington County, Maine",MAINE
23027,"Waldo County, Maine",MAINE
23031,"York County, Maine",MAINE
23007,"Franklin County, Maine",MAINE
23021,"Piscataquis County, Maine",MAINE
23015,"Lincoln County, Maine",MAINE
23023,"Sagadahoc County, Maine",MAINE
23017,"Oxford County, Maine",MAINE
23025,"Somerset County, Maine",MAINE
23005,"Cumberland County, Maine",MAINE
23001,"Androscoggin County, Maine",MAINE
23011,"Kennebec County, Maine",MAINE
23013,"Knox County, Maine",MAINE
23009,"Hancock County, Maine",MAINE
23019,"Penobscot County, Maine",MAINE
24035,"Queen Anne's County, Maryland",MARYLAND
24005,"Baltimore County, Maryland",MARYLAND
24003,"Anne Arundel County, Maryland",MARYLAND
24013,"Carroll County, Maryland",MARYLAND
24021,"Frederick County, Maryland",MARYLAND
24039,"Somerset County, Maryland",MARYLAND
24029,"Kent County, Maryland",MARYLAND
24047,"Worcester County, Maryland",MARYLAND
24027,"Howard County, Maryland",MARYLAND
24033,"Prince George's County, Maryland",MARYLAND
24017,"Charles County, Maryland",MARYLAND
24037,"St. Mary's County, Maryland",MARYLAND
24041,"Talbot County, Maryland",MARYLAND
24023,"Garrett County, Maryland",MARYLAND
24019,"Dorchester County, Maryland",MARYLAND
24001,"Allegany County, Maryland",MARYLAND
24045,"Wicomico County, Maryland",MARYLAND
24043,"Washington County, Maryland",MARYLAND
24031,"Montgomery County, Maryland",MARYLAND
24025,"Harford County, Maryland",MARYLAND
24011,"Caroline County, Maryland",MARYLAND
24015,"Cecil County, Maryland",MARYLAND
24009,"Calvert County, Maryland",MARYLAND
24510,"Baltimore city, Maryland",MARYLAND
25017,"Middlesex County, Massachusetts",MASSACHUSETTS
25025,"Suffolk County, Massachusetts",MASSACHUSETTS
25001,"Barnstable County, Massachusetts",MASSACHUSETTS
25027,"Worcester County, Massachusetts",MASSACHUSETTS
25011,"Franklin County, Massachusetts",MASSACHUSETTS
25013,"Hampden County, Massachusetts",MASSACHUSETTS
25015,"Hampshire County, Massachusetts",MASSACHUSETTS
25021,"Norfolk County, Massachusetts",MASSACHUSETTS
25005,"Bristol County, Massachusetts",MASSACHUSETTS
25009,"Essex County, Massachusetts",MASSACHUSETTS
25023,"Plymouth County, Massachusetts",MASSACHUSETTS
25003,"Berkshire County, Massachusetts",MASSACHUSETTS
25007,"Dukes County, Massachusetts",MASSACHUSETTS
25019,"Nantucket County, Massachusetts",MASSACHUSETTS
26085,"Lake County, Michigan",MICHIGAN
26041,"Delta County, Michigan",MICHIGAN
26089,"Leelanau County, Michigan",MICHIGAN
26071,"Iron County, Michigan",MICHIGAN
26141,"Presque Isle County, Michigan",MICHIGAN
26103,"Marquette County, Michigan",MICHIGAN
26163,"Wayne County, Michigan",MICHIGAN
26003,"Alger County, Michigan",MICHIGAN
26083,"Keweenaw County, Michigan",MICHIGAN
26107,"Mecosta County, Michigan",MICHIGAN
26115,"Monroe County, Michigan",MICHIGAN
26097,"Mackinac County, Michigan",MICHIGAN
26013,"Baraga County, Michigan",MICHIGAN
26129,"Ogemaw County, Michigan",MICHIGAN
26147,"St. Clair County, Michigan",MICHIGAN
26099,"Macomb County, Michigan",MICHIGAN
26109,"Menominee County, Michigan",MICHIGAN
26063,"Huron County, Michigan",MICHIGAN
26007,"Alpena County, Michigan",MICHIGAN
26055,"Grand Traverse County, Michigan",MICHIGAN
26047,"Emmet County, Michigan",MICHIGAN
26053,"Gogebic County, Michigan",MICHIGAN
26137,"Otsego County, Michigan",MICHIGAN
26029,"Charlevoix County, Michigan",MICHIGAN
26157,"Tuscola County, Michigan",MICHIGAN
26061,"Houghton County, Michigan",MICHIGAN
26015,"Barry County, Michigan",MICHIGAN
26045,"Eaton County, Michigan",MICHIGAN
26011,"Arenac County, Michigan",MICHIGAN
26155,"Shiawassee County, Michigan",MICHIGAN
26043,"Dickinson County, Michigan",MICHIGAN
26093,"Livingston County, Michigan",MICHIGAN
26051,"Gladwin County, Michigan",MICHIGAN
26105,"Mason County, Michigan",MICHIGAN
26113,"Missaukee County, Michigan",MICHIGAN
26123,"Newaygo County, Michigan",MICHIGAN
26119,"Montmorency County, Michigan",MICHIGAN
26021,"Berrien County, Michigan",MICHIGAN
26151,"Sanilac County, Michigan",MICHIGAN
26079,"Kalkaska County, Michigan",MICHIGAN
26153,"Schoolcraft County, Michigan",MICHIGAN
26077,"Kalamazoo County, Michigan",MICHIGAN
26009,"Antrim County, Michigan",MICHIGAN
26039,"Crawford County, Michigan",MICHIGAN
26165,"Wexford County, Michigan",MICHIGAN
26121,"Muskegon County, Michigan",MICHIGAN
26065,"Ingham County, Michigan",MICHIGAN
26139,"Ottawa County, Michigan",MICHIGAN
26037,"Clinton County, Michigan",MICHIGAN
26005,"Allegan County, Michigan",MICHIGAN
26081,"Kent County, Michigan",MICHIGAN
26101,"Manistee County, Michigan",MICHIGAN
26073,"Isabella County, Michigan",MICHIGAN
26059,"Hillsdale County, Michigan",MICHIGAN
26091,"Lenawee County, Michigan",MICHIGAN
26117,"Montcalm County, Michigan",MICHIGAN
26017,"Bay County, Michigan",MICHIGAN
26033,"Chippewa County, Michigan",MICHIGAN
26001,"Alcona County, Michigan",MICHIGAN
26111,"Midland County, Michigan",MICHIGAN
26069,"Iosco County, Michigan",MICHIGAN
26145,"Saginaw County, Michigan",MICHIGAN
26035,"Clare County, Michigan",MICHIGAN
26161,"Washtenaw County, Michigan",MICHIGAN
26149,"St. Joseph County, Michigan",MICHIGAN
26025,"Calhoun County, Michigan",MICHIGAN
26023,"Branch County, Michigan",MICHIGAN
26075,"Jackson County, Michigan",MICHIGAN
26067,"Ionia County, Michigan",MICHIGAN
26125,"Oakland County, Michigan",MICHIGAN
26159,"Van Buren County, Michigan",MICHIGAN
26027,"Cass County, Michigan",MICHIGAN
26049,"Genesee County, Michigan",MICHIGAN
26127,"Oceana County, Michigan",MICHIGAN
26135,"Oscoda County, Michigan",MICHIGAN
26031,"Cheboygan County, Michigan",MICHIGAN
26019,"Benzie County, Michigan",MICHIGAN
26143,"Roscommon County, Michigan",MICHIGAN
26133,"Osceola County, Michigan",MICHIGAN
26095,"Luce County, Michigan",MICHIGAN
26057,"Gratiot County, Michigan",MICHIGAN
26087,"Lapeer County, Michigan",MICHIGAN
26131,"Ontonagon County, Michigan",MICHIGAN
27147,"Steele County, Minnesota",MINNESOTA
27127,"Redwood County, Minnesota",MINNESOTA
27087,"Mahnomen County, Minnesota",MINNESOTA
27015,"Brown County, Minnesota",MINNESOTA
27023,"Chippewa County, Minnesota",MINNESOTA
27011,"Big Stone County, Minnesota",MINNESOTA
27163,"Washington County, Minnesota",MINNESOTA
27027,"Clay County, Minnesota",MINNESOTA
27075,"Lake County, Minnesota",MINNESOTA
27053,"Hennepin County, Minnesota",MINNESOTA
27121,"Pope County, Minnesota",MINNESOTA
27021,"Cass County, Minnesota",MINNESOTA
27129,"Renville County, Minnesota",MINNESOTA
27031,"Cook County, Minnesota",MINNESOTA
27107,"Norman County, Minnesota",MINNESOTA
27083,"Lyon County, Minnesota",MINNESOTA
27171,"Wright County, Minnesota",MINNESOTA
27089,"Marshall County, Minnesota",MINNESOTA
27069,"Kittson County, Minnesota",MINNESOTA
27167,"Wilkin County, Minnesota",MINNESOTA
27073,"Lac qui Parle County, Minnesota",MINNESOTA
27051,"Grant County, Minnesota",MINNESOTA
27119,"Polk County, Minnesota",MINNESOTA
27013,"Blue Earth County, Minnesota",MINNESOTA
27137,"St. Louis County, Minnesota",MINNESOTA
27131,"Rice County, Minnesota",MINNESOTA
27145,"Stearns County, Minnesota",MINNESOTA
27139,"Scott County, Minnesota",MINNESOTA
27103,"Nicollet County, Minnesota",MINNESOTA
27113,"Pennington County, Minnesota",MINNESOTA
27077,"Lake of the Woods County, Minnesota",MINNESOTA
27061,"Itasca County, Minnesota",MINNESOTA
27117,"Pipestone County, Minnesota",MINNESOTA
27097,"Morrison County, Minnesota",MINNESOTA
27173,"Yellow Medicine County, Minnesota",MINNESOTA
27157,"Wabasha County, Minnesota",MINNESOTA
27067,"Kandiyohi County, Minnesota",MINNESOTA
27037,"Dakota County, Minnesota",MINNESOTA
27169,"Winona County, Minnesota",MINNESOTA
27151,"Swift County, Minnesota",MINNESOTA
27017,"Carlton County, Minnesota",MINNESOTA
27003,"Anoka County, Minnesota",MINNESOTA
27001,"Aitkin County, Minnesota",MINNESOTA
27085,"McLeod County, Minnesota",MINNESOTA
27043,"Faribault County, Minnesota",MINNESOTA
27045,"Fillmore County, Minnesota",MINNESOTA
27115,"Pine County, Minnesota",MINNESOTA
27019,"Carver County, Minnesota",MINNESOTA
27155,"Traverse County, Minnesota",MINNESOTA
27153,"Todd County, Minnesota",MINNESOTA
27057,"Hubbard County, Minnesota",MINNESOTA
27033,"Cottonwood County, Minnesota",MINNESOTA
27125,"Red Lake County, Minnesota",MINNESOTA
27111,"Otter Tail County, Minnesota",MINNESOTA
27105,"Nobles County, Minnesota",MINNESOTA
27149,"Stevens County, Minnesota",MINNESOTA
27007,"Beltrami County, Minnesota",MINNESOTA
27101,"Murray County, Minnesota",MINNESOTA
27135,"Roseau County, Minnesota",MINNESOTA
27029,"Clearwater County, Minnesota",MINNESOTA
27025,"Chisago County, Minnesota",MINNESOTA
27109,"Olmsted County, Minnesota",MINNESOTA
27161,"Waseca County, Minnesota",MINNESOTA
27039,"Dodge County, Minnesota",MINNESOTA
27035,"Crow Wing County, Minnesota",MINNESOTA
27065,"Kanabec County, Minnesota",MINNESOTA
27041,"Douglas County, Minnesota",MINNESOTA
27159,"Wadena County, Minnesota",MINNESOTA
27133,"Rock County, Minnesota",MINNESOTA
27091,"Martin County, Minnesota",MINNESOTA
27095,"Mille Lacs County, Minnesota",MINNESOTA
27123,"Ramsey County, Minnesota",MINNESOTA
27143,"Sibley County, Minnesota",MINNESOTA
27047,"Freeborn County, Minnesota",MINNESOTA
27141,"Sherburne County, Minnesota",MINNESOTA
27063,"Jackson County, Minnesota",MINNESOTA
27059,"Isanti County, Minnesota",MINNESOTA
27049,"Goodhue County, Minnesota",MINNESOTA
27079,"Le Sueur County, Minnesota",MINNESOTA
27093,"Meeker County, Minnesota",MINNESOTA
27165,"Watonwan County, Minnesota",MINNESOTA
27099,"Mower County, Minnesota",MINNESOTA
27055,"Houston County, Minnesota",MINNESOTA
27071,"Koochiching County, Minnesota",MINNESOTA
27005,"Becker County, Minnesota",MINNESOTA
27009,"Benton County, Minnesota",MINNESOTA
27081,"Lincoln County, Minnesota",MINNESOTA
28137,"Tate County, Mississippi",MISSISSIPPI
28033,"DeSoto County, Mississippi",MISSISSIPPI
28083,"Leflore County, Mississippi",MISSISSIPPI
28087,"Lowndes County, Mississippi",MISSISSIPPI
28053,"Humphreys County, Mississippi",MISSISSIPPI
28131,"Stone County, Mississippi",MISSISSIPPI
28029,"Copiah County, Mississippi",MISSISSIPPI
28149,"Warren County, Mississippi",MISSISSIPPI
28051,"Holmes County, Mississippi",MISSISSIPPI
28011,"Bolivar County, Mississippi",MISSISSIPPI
28157,"Wilkinson County, Mississippi",MISSISSIPPI
28001,"Adams County, Mississippi",MISSISSIPPI
28163,"Yazoo County, Mississippi",MISSISSIPPI
28121,"Rankin County, Mississippi",MISSISSIPPI
28103,"Noxubee County, Mississippi",MISSISSIPPI
28143,"Tunica County, Mississippi",MISSISSIPPI
28113,"Pike County, Mississippi",MISSISSIPPI
28007,"Attala County, Mississippi",MISSISSIPPI
28109,"Pearl River County, Mississippi",MISSISSIPPI
28055,"Issaquena County, Mississippi",MISSISSIPPI
28021,"Claiborne County, Mississippi",MISSISSIPPI
28049,"Hinds County, Mississippi",MISSISSIPPI
28089,"Madison County, Mississippi",MISSISSIPPI
28151,"Washington County, Mississippi",MISSISSIPPI
28073,"Lamar County, Mississippi",MISSISSIPPI
28147,"Walthall County, Mississippi",MISSISSIPPI
28061,"Jasper County, Mississippi",MISSISSIPPI
28035,"Forrest County, Mississippi",MISSISSIPPI
28025,"Clay County, Mississippi",MISSISSIPPI
28017,"Chickasaw County, Mississippi",MISSISSIPPI
28091,"Marion County, Mississippi",MISSISSIPPI
28047,"Harrison County, Mississippi",MISSISSIPPI
28009,"Benton County, Mississippi",MISSISSIPPI
28039,"George County, Mississippi",MISSISSIPPI
28003,"Alcorn County, Mississippi",MISSISSIPPI
28123,"Scott County, Mississippi",MISSISSIPPI
28037,"Franklin County, Mississippi",MISSISSIPPI
28045,"Hancock County, Mississippi",MISSISSIPPI
28077,"Lawrence County, Mississippi",MISSISSIPPI
28069,"Kemper County, Mississippi",MISSISSIPPI
28115,"Pontotoc County, Mississippi",MISSISSIPPI
28105,"Oktibbeha County, Mississippi",MISSISSIPPI
28099,"Neshoba County, Mississippi",MISSISSIPPI
28139,"Tippah County, Mississippi",MISSISSIPPI
28095,"Monroe County, Mississippi",MISSISSIPPI
28141,"Tishomingo County, Mississippi",MISSISSIPPI
28085,"Lincoln County, Mississippi",MISSISSIPPI
28101,"Newton County, Mississippi",MISSISSIPPI
28081,"Lee County, Mississippi",MISSISSIPPI
28063,"Jefferson County, Mississippi",MISSISSIPPI
28027,"Coahoma County, Mississippi",MISSISSIPPI
28161,"Yalobusha County, Mississippi",MISSISSIPPI
28159,"Winston County, Mississippi",MISSISSIPPI
28079,"Leake County, Mississippi",MISSISSIPPI
28043,"Grenada County, Mississippi",MISSISSIPPI
28097,"Montgomery County, Mississippi",MISSISSIPPI
28023,"Clarke County, Mississippi",MISSISSIPPI
28013,"Calhoun County, Mississippi",MISSISSIPPI
28153,"Wayne County, Mississippi",MISSISSIPPI
28127,"Simpson County, Mississippi",MISSISSIPPI
28125,"Sharkey County, Mississippi",MISSISSIPPI
28093,"Marshall County, Mississippi",MISSISSIPPI
28119,"Quitman County, Mississippi",MISSISSIPPI
28155,"Webster County, Mississippi",MISSISSIPPI
28129,"Smith County, Mississippi",MISSISSIPPI
28075,"Lauderdale County, Mississippi",MISSISSIPPI
28071,"Lafayette County, Mississippi",MISSISSIPPI
28133,"Sunflower County, Mississippi",MISSISSIPPI
28117,"Prentiss County, Mississippi",MISSISSIPPI
28005,"Amite County, Mississippi",MISSISSIPPI
28057,"Itawamba County, Mississippi",MISSISSIPPI
28019,"Choctaw County, Mississippi",MISSISSIPPI
28145,"Union County, Mississippi",MISSISSIPPI
28067,"Jones County, Mississippi",MISSISSIPPI
28031,"Covington County, Mississippi",MISSISSIPPI
28065,"Jefferson Davis County, Mississippi",MISSISSIPPI
28135,"Tallahatchie County, Mississippi",MISSISSIPPI
28015,"Carroll County, Mississippi",MISSISSIPPI
28059,"Jackson County, Mississippi",MISSISSIPPI
28111,"Perry County, Mississippi",MISSISSIPPI
28107,"Panola County, Mississippi",MISSISSIPPI
28041,"Greene County, Mississippi",MISSISSIPPI
29019,"Boone County, Missouri",MISSOURI
29207,"Stoddard County, Missouri",MISSOURI
29029,"Camden County, Missouri",MISSOURI
29099,"Jefferson County, Missouri",MISSOURI
29033,"Carroll County, Missouri",MISSOURI
29157,"Perry County, Missouri",MISSOURI
29013,"Bates County, Missouri",MISSOURI
29195,"Saline County, Missouri",MISSOURI
29041,"Chariton County, Missouri",MISSOURI
29039,"Cedar County, Missouri",MISSOURI
29197,"Schuyler County, Missouri",MISSOURI
29057,"Dade County, Missouri",MISSOURI
29087,"Holt County, Missouri",MISSOURI
29171,"Putnam County, Missouri",MISSOURI
29189,"St. Louis County, Missouri",MISSOURI
29113,"Lincoln County, Missouri",MISSOURI
29023,"Butler County, Missouri",MISSOURI
29123,"Madison County, Missouri",MISSOURI
29037,"Cass County, Missouri",MISSOURI
29031,"Cape Girardeau County, Missouri",MISSOURI
29159,"Pettis County, Missouri",MISSOURI
29095,"Jackson County, Missouri",MISSOURI
29069,"Dunklin County, Missouri",MISSOURI
29183,"St. Charles County, Missouri",MISSOURI
29201,"Scott County, Missouri",MISSOURI
29205,"Shelby County, Missouri",MISSOURI
29027,"Callaway County, Missouri",MISSOURI
29181,"Ripley County, Missouri",MISSOURI
29229,"Wright County, Missouri",MISSOURI
29015,"Benton County, Missouri",MISSOURI
29097,"Jasper County, Missouri",MISSOURI
29093,"Iron County, Missouri",MISSOURI
29025,"Caldwell County, Missouri",MISSOURI
29003,"Andrew County, Missouri",MISSOURI
29175,"Randolph County, Missouri",MISSOURI
29119,"McDonald County, Missouri",MISSOURI
29107,"Lafayette County, Missouri",MISSOURI
29051,"Cole County, Missouri",MISSOURI
29071,"Franklin County, Missouri",MISSOURI
29167,"Polk County, Missouri",MISSOURI
29131,"Miller County, Missouri",MISSOURI
29145,"Newton County, Missouri",MISSOURI
29079,"Grundy County, Missouri",MISSOURI
29009,"Barry County, Missouri",MISSOURI
29153,"Ozark County, Missouri",MISSOURI
29075,"Gentry County, Missouri",MISSOURI
29063,"DeKalb County, Missouri",MISSOURI
29221,"Washington County, Missouri",MISSOURI
29213,"Taney County, Missouri",MISSOURI
29209,"Stone County, Missouri",MISSOURI
29115,"Linn County, Missouri",MISSOURI
29061,"Daviess County, Missouri",MISSOURI
29129,"Mercer County, Missouri",MISSOURI
29085,"Hickory County, Missouri",MISSOURI
29186,"Ste. Genevieve County, Missouri",MISSOURI
29103,"Knox County, Missouri",MISSOURI
29011,"Barton County, Missouri",MISSOURI
29147,"Nodaway County, Missouri",MISSOURI
29133,"Mississippi County, Missouri",MISSOURI
29001,"Adair County, Missouri",MISSOURI
29217,"Vernon County, Missouri",MISSOURI
29005,"Atchison County, Missouri",MISSOURI
29510,"St. Louis city, Missouri",MISSOURI
29035,"Carter County, Missouri",MISSOURI
29215,"Texas County, Missouri",MISSOURI
29169,"Pulaski County, Missouri",MISSOURI
29047,"Clay County, Missouri",MISSOURI
29083,"Henry County, Missouri",MISSOURI
29077,"Greene County, Missouri",MISSOURI
29017,"Bollinger County, Missouri",MISSOURI
29059,"Dallas County, Missouri",MISSOURI
29053,"Cooper County, Missouri",MISSOURI
29043,"Christian County, Missouri",MISSOURI
29177,"Ray County, Missouri",MISSOURI
29065,"Dent County, Missouri",MISSOURI
29187,"St. Francois County, Missouri",MISSOURI
29125,"Maries County, Missouri",MISSOURI
29151,"Osage County, Missouri",MISSOURI
29135,"Moniteau County, Missouri",MISSOURI
29203,"Shannon County, Missouri",MISSOURI
29163,"Pike County, Missouri",MISSOURI
29173,"Ralls County, Missouri",MISSOURI
29225,"Webster County, Missouri",MISSOURI
29139,"Montgomery County, Missouri",MISSOURI
29045,"Clark County, Missouri",MISSOURI
29055,"Crawford County, Missouri",MISSOURI
29049,"Clinton County, Missouri",MISSOURI
29127,"Marion County, Missouri",MISSOURI
29089,"Howard County, Missouri",MISSOURI
29227,"Worth County, Missouri",MISSOURI
29117,"Livingston County, Missouri",MISSOURI
29021,"Buchanan County, Missouri",MISSOURI
29105,"Laclede County, Missouri",MISSOURI
29149,"Oregon County, Missouri",MISSOURI
29091,"Howell County, Missouri",MISSOURI
29199,"Scotland County, Missouri",MISSOURI
29219,"Warren County, Missouri",MISSOURI
29111,"Lewis County, Missouri",MISSOURI
29101,"Johnson County, Missouri",MISSOURI
29067,"Douglas County, Missouri",MISSOURI
29109,"Lawrence County, Missouri",MISSOURI
29073,"Gasconade County, Missouri",MISSOURI
29141,"Morgan County, Missouri",MISSOURI
29179,"Reynolds County, Missouri",MISSOURI
29185,"St. Clair County, Missouri",MISSOURI
29155,"Pemiscot County, Missouri",MISSOURI
29007,"Audrain County, Missouri",MISSOURI
29223,"Wayne County, Missouri",MISSOURI
29165,"Platte County, Missouri",MISSOURI
29137,"Monroe County, Missouri",MISSOURI
29211,"Sullivan County, Missouri",MISSOURI
29081,"Harrison County, Missouri",MISSOURI
29161,"Phelps County, Missouri",MISSOURI
29121,"Macon County, Missouri",MISSOURI
29143,"New Madrid County, Missouri",MISSOURI
30029,"Flathead County, Montana",MONTANA
30053,"Lincoln County, Montana",MONTANA
30045,"Judith Basin County, Montana",MONTANA
30093,"Silver Bow County, Montana",MONTANA
30075,"Powder River County, Montana",MONTANA
30087,"Rosebud County, Montana",MONTANA
30061,"Mineral County, Montana",MONTANA
30031,"Gallatin County, Montana",MONTANA
30055,"McCone County, Montana",MONTANA
30035,"Glacier County, Montana",MONTANA
30047,"Lake County, Montana",MONTANA
30043,"Jefferson County, Montana",MONTANA
30099,"Teton County, Montana",MONTANA
30071,"Phillips County, Montana",MONTANA
30089,"Sanders County, Montana",MONTANA
30105,"Valley County, Montana",MONTANA
30057,"Madison County, Montana",MONTANA
30007,"Broadwater County, Montana",MONTANA
30001,"Beaverhead County, Montana",MONTANA
30083,"Richland County, Montana",MONTANA
30049,"Lewis and Clark County, Montana",MONTANA
30051,"Liberty County, Montana",MONTANA
30023,"Deer Lodge County, Montana",MONTANA
30069,"Petroleum County, Montana",MONTANA
30005,"Blaine County, Montana",MONTANA
30033,"Garfield County, Montana",MONTANA
30077,"Powell County, Montana",MONTANA
30003,"Big Horn County, Montana",MONTANA
30027,"Fergus County, Montana",MONTANA
30085,"Roosevelt County, Montana",MONTANA
30073,"Pondera County, Montana",MONTANA
30015,"Chouteau County, Montana",MONTANA
30081,"Ravalli County, Montana",MONTANA
30039,"Granite County, Montana",MONTANA
30063,"Missoula County, Montana",MONTANA
30013,"Cascade County, Montana",MONTANA
30017,"Custer County, Montana",MONTANA
30059,"Meagher County, Montana",MONTANA
30009,"Carbon County, Montana",MONTANA
30041,"Hill County, Montana",MONTANA
30065,"Musselshell County, Montana",MONTANA
30011,"Carter County, Montana",MONTANA
30037,"Golden Valley County, Montana",MONTANA
30095,"Stillwater County, Montana",MONTANA
30097,"Sweet Grass County, Montana",MONTANA
30103,"Treasure County, Montana",MONTANA
30019,"Daniels County, Montana",MONTANA
30079,"Prairie County, Montana",MONTANA
30091,"Sheridan County, Montana",MONTANA
30067,"Park County, Montana",MONTANA
30111,"Yellowstone County, Montana",MONTANA
30025,"Fallon County, Montana",MONTANA
30021,"Dawson County, Montana",MONTANA
30107,"Wheatland County, Montana",MONTANA
30109,"Wibaux County, Montana",MONTANA
30101,"Toole County, Montana",MONTANA
31185,"York County, Nebraska",NEBRASKA
31183,"Wheeler County, Nebraska",NEBRASKA
31171,"Thomas County, Nebraska",NEBRASKA
31151,"Saline County, Nebraska",NEBRASKA
31101,"Keith County, Nebraska",NEBRASKA
31135,"Perkins County, Nebraska",NEBRASKA
31077,"Greeley County, Nebraska",NEBRASKA
31051,"Dixon County, Nebraska",NEBRASKA
31035,"Clay County, Nebraska",NEBRASKA
31113,"Logan County, Nebraska",NEBRASKA
31099,"Kearney County, Nebraska",NEBRASKA
31141,"Platte County, Nebraska",NEBRASKA
31003,"Antelope County, Nebraska",NEBRASKA
31033,"Cheyenne County, Nebraska",NEBRASKA
31069,"Garden County, Nebraska",NEBRASKA
31109,"Lancaster County, Nebraska",NEBRASKA
31167,"Stanton County, Nebraska",NEBRASKA
31061,"Franklin County, Nebraska",NEBRASKA
31127,"Nemaha County, Nebraska",NEBRASKA
31137,"Phelps County, Nebraska",NEBRASKA
31079,"Hall County, Nebraska",NEBRASKA
31153,"Sarpy County, Nebraska",NEBRASKA
31111,"Lincoln County, Nebraska",NEBRASKA
31013,"Box Butte County, Nebraska",NEBRASKA
31131,"Otoe County, Nebraska",NEBRASKA
31059,"Fillmore County, Nebraska",NEBRASKA
